"B008","C001","C002","E018","E034","E035","E036","E039","F028","F116","F118","F120","F121","F144_02","G006","X001","X003","X025R","X028","X049","X051","Y001","E033","E179WVS"
1,3,3,2,2,3,4,5,7,5,4,5,4,4,3,2,32,2,1,8,0,NA,6,76001
1,1,2,3,2,1,1,1,7,5,5,5,5,5,1,1,32,2,0,7,0,1,5,NA
2,1,2,3,1,1,5,2,8,1,5,1,4,10,1,2,32,1,0,7,1,2,1,5
1,1,2,3,3,10,10,1,7,1,10,1,10,10,4,2,32,2,0,8,0,1,5,NA
2,2,2,3,2,10,5,1,7,1,1,1,1,8,2,2,32,2,1,8,1,2,10,NA
1,1,2,3,1,10,1,1,2,1,6,1,NA,10,4,1,32,2,1,8,1,1,NA,NA
1,2,3,3,2,3,8,1,8,5,5,1,5,1,3,2,32,2,0,8,0,1,2,76002
2,1,2,3,3,1,3,5,2,1,10,5,10,10,2,2,32,2,1,7,0,3,3,76029
NA,1,2,3,2,10,2,4,2,4,5,1,2,1,2,2,32,3,1,8,0,3,5,5
1,1,2,3,2,7,1,1,6,1,6,4,5,1,3,1,32,2,1,8,1,3,NA,5
1,1,1,3,2,10,1,1,2,7,10,2,10,6,3,1,32,2,1,7,0,3,NA,NA
1,2,2,3,1,5,1,1,2,1,1,1,1,1,2,1,32,2,1,7,0,3,5,NA
1,1,1,3,1,9,1,1,8,1,5,1,10,5,3,1,32,2,1,7,0,3,8,NA
1,1,1,3,1,1,10,10,7,10,1,1,10,10,4,2,32,2,1,5,1,1,9,76003
1,2,2,3,2,1,1,1,2,1,1,1,5,1,3,2,32,1,0,7,0,1,5,NA
2,1,2,3,2,8,3,1,8,1,5,1,5,1,4,1,33,2,1,7,0,2,5,76028
1,1,2,3,2,1,10,10,7,1,1,1,1,2,2,2,33,1,0,4,0,2,10,NA
1,1,2,3,2,1,1,1,2,1,6,1,6,6,1,2,33,3,1,8,0,2,NA,NA
1,1,2,3,2,5,5,5,1,1,NA,1,8,10,2,1,33,2,1,7,1,4,7,76003
NA,2,2,2,2,3,2,3,5,7,7,5,5,4,3,1,33,2,1,1,0,4,7,76002
1,1,2,3,1,5,5,1,2,1,1,1,10,1,1,1,33,2,1,7,0,1,10,76003
1,1,1,2,2,10,5,1,1,1,10,10,10,1,4,2,33,3,1,7,1,5,5,NA
2,2,2,2,3,10,1,1,2,1,1,1,10,1,3,1,33,1,0,8,0,2,5,NA
1,3,3,3,NA,2,4,5,7,8,5,7,3,6,1,2,33,1,0,8,0,NA,6,NA
1,1,1,3,2,7,1,5,1,1,10,5,10,1,4,2,33,2,0,2,1,3,7,NA
1,1,2,3,2,1,5,5,6,1,6,3,7,4,3,2,33,1,1,8,0,3,8,76002
1,3,3,1,2,8,5,1,2,1,5,1,10,5,2,2,33,2,0,8,0,4,1,NA
1,1,1,NA,1,8,10,1,2,10,1,1,10,5,2,2,33,2,1,8,1,NA,5,NA
2,1,2,3,3,1,10,1,2,1,5,1,8,5,1,2,33,2,1,2,0,2,5,NA
1,2,1,1,1,10,10,1,8,1,1,1,5,1,4,2,33,1,1,8,0,NA,NA,NA
1,1,1,3,2,9,9,3,7,1,NA,1,10,1,4,2,33,2,1,8,0,2,NA,NA
1,3,2,3,2,4,5,3,3,4,5,1,5,8,3,1,33,3,1,8,0,2,5,NA
NA,1,2,2,2,10,1,1,1,1,3,1,5,1,4,1,33,2,1,7,0,1,10,76002
1,2,1,3,2,10,10,10,8,1,1,10,10,10,4,2,33,1,0,6,0,5,10,76026
NA,3,3,3,3,4,1,1,7,9,7,1,8,2,3,1,33,3,1,8,0,NA,NA,NA
1,1,3,3,2,8,6,1,5,1,5,4,5,5,2,2,33,2,0,7,1,3,5,NA
1,2,2,3,2,7,1,1,2,1,1,5,9,7,4,1,33,2,1,6,1,1,1,76002
1,1,2,3,2,5,5,1,2,1,5,5,5,6,1,1,33,2,1,7,0,1,5,76028
1,2,1,3,3,1,5,1,8,1,1,1,1,1,4,1,33,3,1,7,0,3,10,5
1,1,2,2,2,4,1,5,8,1,5,1,5,1,3,1,33,1,1,7,0,4,5,NA
2,1,1,3,2,4,5,1,6,1,3,1,10,7,3,1,33,2,1,8,1,1,NA,NA
1,1,1,3,2,7,10,1,1,10,5,10,10,1,3,1,33,2,1,7,0,2,NA,5
1,3,3,3,3,1,5,10,6,8,8,1,7,10,3,2,33,1,1,8,0,1,NA,NA
1,1,2,3,2,4,10,NA,6,1,6,1,10,2,3,2,33,1,0,3,0,NA,NA,NA
1,1,2,3,2,1,9,5,8,1,2,1,2,1,4,2,33,2,1,8,0,2,7,76003
1,1,3,2,2,1,4,1,7,1,NA,1,NA,1,4,2,33,2,1,6,1,3,NA,NA
2,1,2,3,3,1,3,7,1,1,9,1,10,9,2,2,33,1,0,6,0,2,2,76002
2,1,2,3,2,1,1,1,6,1,6,1,6,5,3,2,33,3,1,8,1,2,5,5
1,1,2,3,2,1,1,1,8,1,10,1,10,10,4,2,33,1,1,8,0,4,NA,NA
2,1,3,3,2,10,8,1,7,10,10,1,5,8,2,2,33,2,1,8,0,3,3,NA
1,1,2,3,2,6,5,3,5,1,9,1,10,9,2,2,33,NA,0,6,1,3,5,NA
2,1,3,3,3,6,6,5,5,1,NA,1,NA,7,2,2,33,3,1,5,1,3,6,NA
1,1,1,3,1,4,5,4,1,7,5,5,5,6,2,2,33,3,0,7,0,4,1,5
2,2,2,3,3,10,10,1,2,4,1,1,5,10,2,1,33,2,1,7,0,1,5,76028
1,1,2,3,2,2,3,2,6,2,9,3,9,2,4,2,33,2,0,8,0,4,5,NA
NA,3,2,2,2,9,NA,9,2,8,8,1,9,1,NA,2,34,2,0,6,0,1,5,76002
2,1,2,2,1,4,5,3,6,6,4,1,8,1,3,2,34,3,1,8,0,3,5,NA
NA,3,2,NA,NA,4,5,4,2,6,5,1,7,6,2,2,34,1,0,4,0,3,5,76002
2,3,1,2,2,5,5,5,7,5,5,5,5,5,1,2,34,2,1,7,0,NA,5,76002
1,1,2,3,2,9,10,1,8,10,1,1,1,1,3,2,34,1,0,2,0,NA,NA,76002
1,1,1,3,2,6,4,5,2,4,4,4,5,5,2,2,34,2,1,6,0,NA,5,76002
NA,1,1,3,2,4,NA,NA,7,1,6,1,4,1,NA,2,34,3,1,5,1,NA,NA,NA
NA,2,3,3,2,5,5,2,7,4,5,4,4,2,1,1,34,2,0,2,0,NA,2,76002
1,1,2,2,2,9,1,1,1,1,NA,NA,10,NA,2,1,34,3,1,7,1,2,10,76003
1,1,2,3,3,6,9,5,7,5,5,1,6,1,2,2,34,1,0,7,1,NA,NA,NA
1,1,1,1,1,1,10,1,2,2,3,1,6,2,1,1,34,3,0,2,1,4,5,76015
2,1,2,1,2,5,2,1,2,1,1,1,1,1,4,1,34,1,1,5,1,1,NA,NA
1,1,1,3,2,10,4,1,7,1,1,1,7,1,2,2,34,2,1,7,1,1,6,76002
1,3,2,3,1,10,1,3,6,4,9,1,10,1,1,2,34,2,1,7,1,3,NA,NA
1,1,1,3,2,7,5,4,8,5,6,1,2,4,4,2,34,2,0,8,1,2,7,NA
2,1,2,3,2,10,10,1,8,1,1,1,1,1,4,2,34,2,1,8,1,3,6,NA
1,1,2,3,2,5,5,5,8,5,5,1,3,1,3,2,34,3,1,6,0,2,6,NA
2,1,2,3,1,1,5,1,8,1,1,1,5,1,3,2,34,3,1,8,1,3,5,NA
1,1,2,3,2,10,8,10,1,NA,NA,1,1,1,3,2,34,2,0,8,0,1,10,NA
2,1,3,2,2,7,1,4,6,1,1,1,1,1,3,1,34,1,1,8,1,2,7,76003
2,1,2,1,2,10,10,1,7,1,1,1,2,1,2,2,34,2,1,8,0,4,NA,NA
2,1,1,3,2,1,5,1,7,1,7,1,8,1,2,1,34,2,1,8,0,NA,6,NA
1,1,3,3,2,1,10,NA,7,1,1,1,1,3,3,1,34,2,1,8,0,4,1,76002
2,1,1,NA,1,4,6,5,5,1,NA,1,NA,7,2,1,34,2,1,5,0,NA,7,5
1,3,NA,3,1,7,8,NA,6,4,NA,7,5,8,2,2,34,1,0,8,1,2,4,76002
1,1,2,1,2,1,5,5,6,1,NA,10,10,1,2,2,34,3,1,7,1,4,1,76029
1,1,3,3,2,5,5,6,8,1,5,10,10,1,3,2,34,2,1,8,1,4,1,76002
2,1,NA,3,2,1,1,NA,3,1,1,1,1,10,3,2,34,1,0,3,0,3,NA,NA
1,2,2,3,2,10,10,1,8,1,6,1,5,1,3,2,34,2,1,8,1,NA,NA,NA
1,1,1,3,2,5,1,5,3,1,5,1,1,1,2,1,34,2,1,8,0,3,5,NA
1,2,2,3,2,7,9,1,6,5,1,1,1,10,4,2,34,2,1,7,0,2,5,NA
1,1,2,3,1,7,4,1,2,10,1,1,10,10,3,1,34,2,1,7,0,0,5,NA
NA,1,2,3,2,5,10,7,2,7,1,1,8,1,2,2,34,3,1,6,0,3,NA,NA
1,3,2,3,1,7,1,1,8,1,5,1,5,1,3,2,34,3,1,7,1,3,7,5
2,3,3,2,1,5,4,3,2,5,8,2,10,10,2,1,35,2,1,1,1,NA,NA,76002
1,1,3,3,2,3,5,1,8,1,NA,2,10,1,3,2,35,3,1,8,1,1,NA,NA
1,1,2,3,2,1,10,2,1,1,1,1,10,7,4,1,35,1,0,8,0,2,5,NA
2,2,2,3,3,1,1,1,3,1,1,1,5,1,4,2,35,1,0,8,0,NA,10,76009
1,1,2,NA,1,1,1,1,2,10,NA,NA,NA,10,3,1,35,1,1,6,1,2,1,76002
2,1,1,1,2,4,8,6,7,5,7,5,4,6,1,2,35,2,1,5,1,NA,5,NA
2,1,3,NA,NA,6,4,6,8,1,1,1,5,1,2,2,35,2,1,2,1,NA,5,NA
1,1,2,3,2,6,7,5,8,1,1,1,1,1,2,2,35,2,0,8,0,3,5,76002
3,1,2,3,2,2,3,5,8,1,5,2,7,2,2,2,35,3,1,8,1,3,5,NA
2,1,2,3,1,5,5,1,1,1,NA,NA,NA,10,2,1,35,2,1,7,1,2,NA,NA
1,1,2,2,2,1,5,1,2,3,10,5,10,10,4,1,35,3,1,7,1,4,5,NA
1,1,1,3,2,4,6,2,2,1,5,5,6,3,3,2,35,2,1,8,1,4,3,76002
2,1,3,3,2,1,5,2,7,1,10,5,5,1,3,2,35,2,1,8,1,2,5,NA
1,1,1,2,2,5,5,5,6,1,NA,10,10,1,3,2,35,3,1,7,0,4,4,NA
2,1,2,3,2,6,1,5,6,7,1,1,5,1,2,2,35,1,0,5,1,NA,7,NA
NA,1,2,3,2,6,7,1,2,7,8,3,1,10,2,1,35,1,1,8,1,3,NA,NA
1,1,1,3,2,5,4,4,7,4,5,4,5,5,NA,2,35,3,0,6,1,1,5,NA
2,1,2,3,2,10,10,1,2,1,1,1,10,1,3,1,35,2,1,3,0,2,8,76028
1,1,2,3,1,1,5,1,7,1,1,1,5,1,2,1,35,1,1,7,0,3,5,NA
NA,1,2,2,2,1,10,NA,6,1,NA,10,10,NA,2,2,35,2,1,8,0,3,1,76002
3,1,2,2,2,1,1,1,7,1,5,1,1,1,4,1,35,3,0,6,1,3,5,NA
2,3,3,3,2,4,4,4,6,5,3,5,7,3,3,1,35,1,1,8,0,NA,4,NA
2,3,3,2,2,6,7,6,6,6,7,4,3,4,3,2,35,2,1,8,1,NA,4,NA
2,2,1,3,2,6,7,5,5,3,3,4,5,3,3,1,35,1,1,8,0,NA,4,NA
NA,3,3,3,NA,6,5,4,7,6,5,4,5,4,3,1,35,2,1,5,1,NA,6,NA
2,1,1,2,2,5,5,5,7,5,5,5,5,5,2,1,35,3,1,7,1,NA,5,NA
1,3,2,3,2,3,3,3,6,1,10,3,8,1,4,2,35,3,1,7,1,3,6,5
3,1,1,3,NA,5,NA,1,7,10,5,5,6,6,4,2,35,2,1,8,0,NA,NA,76001
1,3,1,3,2,1,10,5,2,1,5,1,5,NA,4,1,35,1,1,5,0,2,NA,NA
1,1,1,3,2,10,6,NA,8,1,1,2,4,3,2,2,35,1,NA,6,1,3,NA,NA
2,1,2,3,1,7,5,5,3,1,5,1,5,2,3,2,35,2,0,7,1,0,1,76003
1,1,1,3,1,5,10,1,2,1,1,1,5,1,3,2,35,2,0,8,1,0,7,NA
1,1,2,3,3,8,3,5,8,5,4,1,5,1,3,2,35,2,0,4,0,3,8,76002
1,1,2,2,2,1,NA,2,2,5,1,1,1,1,2,1,36,1,0,4,0,2,5,5
3,1,3,2,1,1,5,1,2,5,10,8,10,1,4,1,36,3,1,8,1,4,1,76029
1,1,1,3,1,10,1,1,8,1,10,1,1,1,2,1,36,1,1,7,0,1,5,76029
1,1,2,2,1,6,10,5,6,5,3,1,5,5,3,1,36,2,1,8,0,3,5,76002
1,1,1,3,2,5,4,5,7,2,5,2,3,8,3,1,36,2,0,7,0,2,NA,NA
2,1,2,3,2,10,5,1,2,1,10,5,10,1,3,2,36,2,0,3,0,1,4,76002
1,1,2,3,1,7,10,1,6,1,5,1,5,10,1,2,36,2,1,7,0,1,NA,76002
3,1,2,1,1,1,1,1,2,1,10,5,5,10,2,2,36,2,0,2,0,NA,NA,5
2,1,2,2,3,1,5,8,7,10,10,1,10,10,2,2,36,2,0,8,1,1,5,76002
2,3,3,1,3,5,4,4,6,4,5,6,6,6,3,2,36,2,1,8,0,NA,6,NA
NA,1,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,2,36,1,0,6,0,NA,NA,NA
2,2,2,3,NA,10,10,NA,8,1,5,1,10,6,4,1,36,1,1,4,0,NA,NA,76002
1,1,1,NA,3,5,5,10,2,1,NA,1,10,5,3,2,36,1,0,7,0,1,NA,NA
2,1,2,3,2,10,10,1,7,1,1,1,7,1,2,2,36,3,1,3,0,4,5,NA
1,1,1,2,2,10,5,1,8,10,1,1,NA,5,3,2,36,2,0,8,0,3,5,NA
3,1,2,3,2,7,6,3,8,6,1,1,3,1,3,1,36,2,1,7,0,2,4,76002
2,1,3,3,3,10,1,1,2,10,NA,1,10,5,2,2,36,2,0,8,1,2,5,NA
2,2,2,3,3,10,10,10,6,1,NA,4,10,1,2,2,36,2,0,8,0,3,5,76002
NA,1,NA,3,2,1,5,1,3,1,10,1,10,1,2,2,36,2,1,7,1,3,NA,NA
2,1,2,1,2,8,7,5,6,5,3,1,1,NA,4,1,36,2,1,8,0,1,8,76003
2,1,2,3,2,2,1,2,7,1,5,1,10,1,4,1,36,2,0,6,0,3,1,76002
1,2,2,2,3,1,2,1,8,1,10,1,5,1,3,2,36,2,0,8,1,2,5,NA
3,1,2,NA,2,5,1,1,6,8,10,2,8,8,3,2,36,2,0,2,1,2,NA,76002
1,1,1,3,2,3,3,3,2,1,8,2,8,1,4,2,36,3,1,7,1,4,5,NA
1,2,2,3,1,1,1,1,2,4,1,8,6,8,3,2,36,1,0,8,1,3,5,76028
1,1,1,2,2,9,6,1,7,3,9,7,5,2,3,2,36,2,0,7,1,3,7,76009
2,1,2,3,2,1,1,1,3,3,5,3,6,3,2,1,36,2,0,2,0,4,8,5
1,1,2,3,1,10,10,1,6,1,10,1,10,10,4,2,36,2,1,6,0,2,NA,NA
1,1,2,2,3,5,8,6,2,10,1,1,10,10,3,2,36,2,1,5,0,2,NA,NA
2,1,1,NA,2,3,1,10,7,1,10,1,6,6,2,2,36,1,0,8,0,2,NA,NA
NA,1,NA,3,2,NA,NA,NA,7,5,NA,10,7,1,3,1,36,NA,NA,8,0,NA,6,NA
2,1,NA,3,2,5,5,1,3,1,1,1,5,7,3,1,36,3,1,8,0,3,1,76002
NA,1,2,3,NA,NA,5,5,2,1,1,1,4,1,4,2,36,1,0,7,0,1,NA,NA
2,1,2,2,1,6,1,10,7,6,6,8,10,10,1,2,36,2,1,7,1,3,1,NA
2,1,3,3,1,10,1,1,1,1,NA,5,5,5,2,1,36,2,1,7,0,2,NA,NA
1,1,1,3,2,10,10,1,7,1,10,1,10,1,3,2,36,1,1,7,0,2,NA,NA
NA,2,2,3,NA,10,8,9,2,5,8,6,6,9,3,2,36,2,0,5,1,NA,9,NA
1,1,2,3,2,1,10,10,8,10,9,1,9,1,2,2,36,2,1,6,0,3,1,76002
NA,1,2,3,1,NA,5,1,6,1,NA,NA,NA,4,3,1,36,2,1,6,1,2,NA,NA
1,1,1,3,2,1,9,1,8,1,1,1,1,10,2,2,36,2,0,7,0,1,NA,NA
NA,1,2,2,NA,1,1,1,8,1,5,1,5,1,1,2,36,2,1,6,0,NA,NA,NA
2,1,2,3,2,2,2,2,7,1,10,1,10,1,3,2,36,1,0,8,0,3,5,76029
NA,1,2,2,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,2,36,2,1,8,1,NA,NA,NA
NA,1,2,3,2,5,2,5,7,1,5,1,7,1,1,2,36,2,1,7,0,3,NA,NA
1,1,1,3,1,1,1,5,2,1,10,1,10,1,2,1,36,1,1,7,1,1,5,5
1,2,2,3,2,1,7,4,7,5,5,1,10,8,2,2,36,2,1,6,0,0,5,NA
2,1,2,3,1,6,8,10,7,1,1,5,10,10,4,1,37,2,1,8,0,2,2,76003
NA,1,2,3,1,10,10,8,1,10,1,1,10,10,4,1,37,1,1,3,1,NA,1,76002
3,1,3,3,1,4,1,10,2,1,NA,1,5,5,1,2,37,2,0,7,1,1,10,NA
2,1,3,2,2,1,5,10,1,5,10,1,1,10,1,1,37,1,0,8,0,3,NA,76002
1,1,3,3,2,10,6,10,7,1,10,1,10,10,3,2,37,3,1,8,0,1,NA,NA
1,NA,2,NA,2,1,10,10,1,NA,1,10,5,NA,2,1,37,1,1,8,0,NA,5,NA
1,1,2,3,2,1,10,5,7,1,6,1,5,7,4,2,37,1,0,3,0,3,10,76002
1,3,3,2,1,7,8,8,3,8,7,7,8,4,NA,2,37,2,1,1,0,NA,1,NA
1,1,2,3,3,10,1,10,6,1,1,1,10,1,4,1,37,1,1,8,0,0,NA,76002
NA,1,1,3,NA,10,10,10,6,10,1,1,8,5,3,1,37,1,1,7,1,0,NA,NA
1,1,2,2,2,10,1,1,1,1,1,1,5,10,4,1,37,2,1,7,0,3,NA,NA
1,1,3,3,2,9,8,8,6,1,5,5,7,5,2,1,37,2,1,8,1,4,5,76029
1,1,1,3,2,1,5,1,8,1,6,1,5,1,3,2,37,2,0,8,0,1,NA,NA
1,3,1,3,3,10,6,1,7,7,5,5,8,10,3,1,37,2,1,8,0,3,5,NA
NA,2,2,NA,3,1,5,1,2,1,10,1,10,1,3,2,37,1,0,7,0,2,NA,76002
NA,1,2,3,2,1,1,1,1,1,10,10,10,10,3,2,37,3,1,8,1,1,1,NA
1,1,2,3,2,10,1,1,7,6,8,1,10,7,3,1,37,1,1,8,0,2,10,NA
2,2,1,3,NA,10,2,10,8,1,5,1,5,1,4,2,37,2,1,7,1,4,1,NA
2,3,3,2,2,1,5,1,7,1,7,7,7,1,2,1,37,2,1,8,0,1,1,76002
2,2,2,3,2,2,9,9,6,1,1,1,10,10,3,1,37,1,1,4,0,1,5,NA
2,1,1,3,2,1,10,10,7,2,3,1,1,7,3,2,37,3,0,8,0,3,NA,NA
2,1,2,3,2,6,8,NA,5,1,4,1,4,1,2,2,37,1,0,8,0,2,5,NA
1,1,1,3,2,5,1,1,6,1,8,5,5,3,4,1,37,3,1,8,1,3,NA,NA
1,1,3,2,2,1,5,4,2,5,NA,5,9,1,2,1,37,2,1,8,0,NA,4,76002
1,1,2,3,2,1,1,1,6,1,1,1,10,1,3,2,37,1,1,3,0,0,NA,76002
3,1,2,3,2,5,1,1,5,1,10,1,10,5,3,2,37,2,1,7,1,3,NA,NA
1,1,2,3,2,NA,1,1,8,1,5,1,5,1,2,1,37,1,1,6,0,1,5,NA
1,2,2,3,1,5,7,6,7,5,5,5,6,3,2,1,37,1,0,7,0,3,10,5
1,1,2,1,3,1,1,1,2,1,5,5,5,5,2,2,37,3,1,7,1,3,3,76002
NA,1,1,3,2,5,2,8,6,1,NA,3,9,8,3,2,37,2,0,7,0,0,NA,NA
1,1,3,NA,2,1,5,5,5,3,10,10,10,1,1,1,37,3,1,7,0,NA,10,NA
1,1,2,2,1,1,10,1,2,1,1,1,5,10,1,1,37,2,1,8,1,2,5,NA
1,1,1,3,2,5,5,1,1,1,NA,5,10,1,1,2,37,2,1,8,0,3,NA,NA
1,1,2,3,3,10,10,10,2,1,1,1,10,1,1,2,38,1,1,7,0,3,1,76002
NA,1,2,3,2,6,NA,5,7,1,1,1,10,10,2,2,38,2,1,7,0,2,6,76028
1,3,1,2,2,3,4,5,6,5,6,5,5,4,1,2,38,1,0,1,0,4,7,NA
1,1,3,NA,1,1,1,1,6,1,NA,NA,NA,NA,2,2,38,3,1,8,1,3,NA,NA
2,1,1,NA,NA,10,10,10,7,1,1,1,1,10,2,2,38,1,1,7,1,NA,NA,76002
3,2,2,3,1,7,3,1,7,1,NA,1,1,7,3,1,38,3,1,8,0,2,6,NA
2,1,2,3,1,1,10,1,8,1,1,1,6,1,3,1,38,3,1,7,0,3,NA,NA
1,1,2,3,2,1,1,1,6,1,8,6,8,6,2,1,38,2,1,5,0,2,5,76029
1,2,3,2,3,1,10,NA,2,1,6,10,10,10,1,1,38,2,1,7,1,2,NA,NA
1,1,2,3,2,1,1,1,7,1,1,1,1,1,2,2,38,2,1,8,1,NA,NA,NA
1,1,1,3,3,1,4,5,7,1,10,1,10,5,2,2,38,3,0,7,0,2,6,5
1,1,2,3,2,10,2,1,8,1,5,1,5,5,2,2,38,3,0,7,1,3,NA,NA
3,1,2,2,3,7,4,4,7,7,10,1,10,1,2,2,38,2,1,7,1,NA,5,NA
1,1,3,3,2,4,10,1,7,5,6,1,6,1,3,2,38,3,0,8,0,3,6,76002
NA,1,2,3,NA,1,1,NA,7,1,10,1,NA,NA,3,2,38,1,0,6,0,NA,NA,NA
NA,1,2,2,2,2,5,2,8,1,5,1,5,1,3,2,38,3,1,6,0,2,10,NA
1,1,2,1,NA,1,1,1,2,1,10,5,5,5,2,2,38,1,1,2,0,3,5,NA
2,2,2,3,2,10,10,10,6,1,10,1,10,1,3,2,38,1,1,4,0,1,NA,76002
2,3,3,3,3,5,5,5,7,6,4,4,6,6,2,1,38,2,1,7,1,2,4,76002
2,1,2,3,2,5,1,5,1,5,7,5,5,8,1,1,38,3,1,8,1,1,NA,NA
1,1,2,3,1,2,8,NA,8,10,5,1,1,6,3,2,38,2,0,8,1,2,5,NA
1,1,2,3,1,5,5,1,1,5,10,1,10,10,1,2,38,3,1,2,0,0,1,NA
1,1,1,3,2,5,5,3,6,NA,NA,1,NA,4,NA,1,38,2,1,8,0,3,NA,NA
NA,3,2,3,2,5,1,1,3,5,NA,NA,NA,5,2,1,38,1,1,7,1,1,NA,NA
1,1,2,2,2,1,10,1,2,1,NA,NA,NA,NA,3,1,38,1,1,8,0,3,1,76002
1,1,1,3,2,1,1,1,3,1,NA,1,1,1,4,1,38,1,1,5,0,3,NA,NA
1,1,2,3,2,1,5,10,2,5,5,1,5,1,1,2,38,1,1,7,0,3,10,NA
2,1,1,3,2,5,1,1,7,1,6,1,10,9,3,1,39,2,1,7,1,1,10,5
1,1,1,3,2,5,5,1,7,5,1,5,5,8,3,2,39,2,1,8,0,NA,5,NA
1,1,2,3,2,10,10,10,8,1,5,1,5,1,4,2,39,2,0,4,0,0,NA,NA
2,1,3,3,2,3,5,5,6,1,8,1,10,4,2,2,39,2,1,1,1,3,5,NA
2,1,2,3,3,2,10,5,2,7,5,1,1,5,3,1,39,NA,1,7,0,NA,5,76002
2,1,2,2,3,1,3,5,7,1,1,1,5,5,3,2,39,2,1,7,0,3,5,5
1,1,2,3,2,8,10,10,2,1,5,1,10,1,1,2,39,1,1,8,1,NA,NA,76002
1,1,1,3,2,10,10,3,2,1,10,1,6,10,4,1,39,1,0,8,0,3,NA,NA
1,3,2,2,1,5,2,5,1,3,6,7,9,7,2,1,39,2,1,6,1,2,6,NA
3,1,NA,3,2,1,1,1,2,1,10,10,10,5,4,1,39,2,1,8,0,2,5,76003
1,1,3,2,2,1,5,1,6,1,5,1,1,1,3,2,39,1,0,2,0,2,5,76002
1,1,1,3,1,1,1,10,8,1,NA,1,5,1,NA,2,39,1,1,6,1,3,NA,NA
1,1,3,NA,2,1,1,5,5,1,NA,1,7,1,2,2,39,2,1,8,0,2,NA,NA
NA,2,1,3,2,NA,9,3,7,5,NA,5,8,1,3,1,39,1,1,8,0,2,NA,76002
1,1,2,3,2,5,5,5,3,1,5,2,5,2,4,1,39,2,1,8,1,2,1,NA
2,3,3,3,3,6,9,2,7,1,1,4,7,10,2,1,39,3,1,7,0,NA,10,NA
NA,2,2,2,2,4,4,4,NA,6,6,5,5,5,2,2,39,2,1,3,0,NA,7,76004
NA,1,2,3,NA,10,NA,10,8,1,5,1,10,10,4,2,39,1,1,6,0,1,NA,NA
1,2,2,3,2,10,1,1,2,1,1,1,10,10,2,1,39,2,0,4,0,2,10,76002
NA,1,2,3,NA,8,NA,1,7,1,7,1,10,4,3,2,39,2,1,8,0,NA,NA,76002
2,1,1,3,3,10,1,1,6,1,6,1,6,8,3,2,39,2,1,7,0,3,7,76002
2,1,2,2,2,10,10,1,8,1,1,1,10,1,4,2,39,2,0,7,1,2,5,5
2,1,2,1,2,7,NA,8,7,8,7,2,3,1,2,1,39,1,1,7,0,NA,1,NA
1,1,2,3,1,10,10,10,7,1,1,1,3,1,2,1,40,3,1,5,0,1,1,76002
1,3,1,3,2,8,7,1,8,10,5,1,10,8,2,1,40,3,1,8,0,NA,5,NA
1,1,2,3,2,10,10,10,8,1,1,1,5,10,4,2,40,1,0,5,1,2,NA,76002
1,1,2,3,1,7,8,2,8,3,9,1,8,NA,3,2,40,2,0,8,0,3,NA,NA
1,1,1,3,2,5,10,1,8,1,NA,5,5,1,3,2,40,2,1,7,0,4,NA,5
1,1,1,1,NA,5,1,5,5,1,5,1,5,5,3,1,40,2,1,6,1,3,NA,NA
1,1,1,2,1,1,5,3,6,1,1,1,6,1,3,1,40,1,1,8,1,3,NA,NA
2,1,1,2,3,3,4,6,7,6,5,5,4,2,NA,1,40,2,1,1,1,2,6,NA
1,1,2,3,2,1,1,3,6,1,7,5,5,5,3,1,40,1,1,5,1,1,5,NA
2,1,1,2,2,1,10,1,6,1,NA,NA,NA,NA,3,1,40,2,1,8,1,2,1,76002
1,1,1,1,2,1,5,1,7,1,1,1,1,1,2,2,40,2,1,8,1,NA,NA,NA
NA,2,2,NA,1,5,5,3,3,1,5,1,9,5,3,1,40,2,0,8,0,NA,2,NA
1,1,1,3,2,8,1,6,2,1,NA,1,10,6,3,2,40,3,NA,8,0,2,NA,NA
2,1,2,3,2,7,6,7,8,1,NA,1,1,1,3,2,40,2,1,7,1,3,NA,76015
NA,1,2,3,2,5,5,1,8,1,1,1,1,1,2,2,40,2,1,6,0,NA,NA,NA
3,1,2,3,2,10,4,10,8,8,7,7,8,1,4,2,40,1,0,7,1,1,3,5
2,2,3,2,2,5,5,5,2,5,10,6,10,10,2,2,40,2,1,1,1,NA,5,NA
2,1,1,1,2,1,5,1,7,1,5,5,5,1,2,2,40,2,1,8,1,0,4,NA
1,1,3,2,2,6,6,7,7,5,3,9,7,4,3,2,40,2,1,8,1,NA,5,NA
1,1,2,3,2,6,5,1,1,1,10,1,10,10,3,1,40,2,1,8,1,1,NA,NA
1,1,2,3,1,5,3,3,7,3,10,1,10,10,3,2,40,3,0,7,1,0,5,5
2,2,2,3,1,10,10,5,2,1,9,1,5,1,3,2,40,1,0,4,0,1,NA,NA
1,2,2,3,1,1,5,1,8,1,5,1,6,6,4,2,40,1,1,8,1,2,2,76002
NA,1,3,3,3,6,NA,1,8,7,6,1,7,1,3,1,40,1,1,7,0,NA,10,NA
3,1,1,2,2,2,8,3,8,1,7,1,6,1,2,2,40,2,0,8,0,3,7,NA
1,1,2,3,3,1,5,5,2,5,10,1,10,1,3,1,40,2,1,7,0,2,NA,76009
